title,asin,actors,binding,brand,directors,ean,edition,formatted_price,genre,isbn,label,manufacturer,price_and_currency,product_group,product_type_name,publication_date,publisher,region,release_date,running_time,sales_rank,studio,upc
Sleepaway Camp,6305841985,"[Felissa Rose, Jonathan Tiersten, Karen Fields, Christopher Collet, Mike Kellin]",DVD,VTI,[Robert Hiltzik],9786305841982,DVD Video,$54.98,,6305841985,Starz / Anchor Bay,Starz / Anchor Bay,"(54.98, USD)",DVD,ABIS_DVD,2000-07-31,Starz / Anchor Bay,US,2000-08-08,84,60241,Starz / Anchor Bay,013131119497
It! The Terror from Beyond Space (Midnite Movies),B00005K3O6,"[Marshall Thompson, Shawn Smith, Shirley Patterson, Kim Spalding, Ann Doran]",DVD,,[Edward L. Cahn],9780792850533,,$7.85,,079285053X,MGM,MGM,"(11.03, USD)",DVD,ABIS_DVD,,MGM,US,2001-08-28,69,117326,MGM,027616865595
The Best Exotic Marigold Hotel,B005S9EJ14,"[Maggie Smith, Bill Nighy]",DVD,TCFHE,[John Madden],0024543772224,New Box Art,$3.60,,,Fox Searchlight,Fox Searchlight,"(7.75, USD)",DVD,ABIS_DVD,2015-01-06,Fox Searchlight,US,2015-01-06,124,2913,Fox Searchlight,024543772224
A Very Harold & Kumar Christmas,B006OFN052,"[John Cho, Kal Penn, Neil Patrick Harris, Amir Blumenfeld, Paula Garcés]",DVD,New Line Home Video,[Todd Strauss-Schulson],0883929269204,Standard Edition,$2.95,CHRISTMAS,,WarnerBrothers,WarnerBrothers,"(11.99, USD)",DVD,ABIS_DVD,2014-08-19,WarnerBrothers,US,2012-02-07,90,20082,WarnerBrothers,794043152245
The 4400 - The Complete First Season,B00062IDEW,"[Joel Gretsch, Jacqueline McKenzie, Mahershala Ali, Laura Allen, Patrick John Flueger]",DVD,Paramount,"[David Straiton, Nick Gomez]",9781415707470,,$3.00,,1415707472,Paramount,Paramount,"(6.44, USD)",DVD,ABIS_DVD,2004-12-01,Paramount,US,2004-12-21,256,86997,Paramount,097360404043
The X-Files - The Complete Second Season,B00004TS0N,"[David Duchovny, Gillian Anderson, Mitch Pileggi, Robert Patrick, William B. Davis]",DVD,,"[Chris Carter, Daniel Sackheim, David Nutter, James A. Contner, James Whitmore Jr.]",0024543005032,Collector's Edition,$111.20,,,20th Century Fox Home Entertainment,20th Century Fox Home Entertainment,"(119.98, USD)",DVD,ABIS_DVD,,20th Century Fox Home Entertainment,US,2000-11-28,999,142411,20th Century Fox Home Entertainment,024543005032
Clash of the Titans,B002ZG977Y,"[Sam Worthington, Gemma Arterton, Mads Mikkelsen, Alexa Davalos, Ralph Fiennes]",DVD,Warner Brothers,[Louis Leterrier],0883929106523,Standard Edition,$2.23,ACTION/ADVENTURE,,Warner Home Video,Warner Home Video,"(15, USD)",DVD,ABIS_DVD,2015-02-17,Warner Home Video,US,2010-07-27,106,20919,Warner Home Video,883929106523
The Hurt Locker DVD,B00275EGWY,[],DVD,Summit Entertainment,[],0025192048555,,$1.28,,,Summit Entertainment,Summit Entertainment,"(10, USD)",DVD,ABIS_DVD,,Summit Entertainment,US,,,13129,Summit Entertainment,025192048555
Metropolitan [VHS],6303995713,"[Carolyn Farina, Edward Clements, Chris Eigeman, Taylor Nichols, Allison Parisi]",VHS Tape,,[Whit Stillman],9786303995717,VHS video,$9.40,,6303995713,New Line Cinema,New Line Cinema,"(9.4, USD)",Video,ABIS_VIDEO,1996-02-29,New Line Cinema,US,1996-03-26,98,410447,New Line Cinema,794043436031
Jumper,B00177Y9ZC,"[Hayden Christensen, Diane Lane, Jamie Bell, Samuel L. Jackson, Jesse James]",DVD,TWENTIETH CENTURY FOX HOME ENT,[Doug Liman],0024543519652,New Box Art,$2.90,Action & Adventure,,20th Century Fox,20th Century Fox,"(7.99, USD)",DVD,ABIS_DVD,2014-09-23,20th Century Fox,US,2008-06-10,88,19072,20th Century Fox,024543519652
Anchorman 2: The Legend Continues,B0083XXVFW,"[Will Ferrell, Steve Carell]",DVD,PARAMOUNT - UNI DIST CORP,[Adam McKay],0097363593041,,$1.45,,,Paramount,Paramount,"(9.99, USD)",DVD,ABIS_DVD,2015-01-27,Paramount,US,2014-04-01,119,33798,Paramount,097363593041
The 10th Kingdom [VHS],6305818282,"[Kimberly Williams-Paisley, Scott Cohen, Dianne Wiest, Daniel Lapaine, John Larroquette]",VHS Tape,,[],9786305818281,,$1.86,,6305818282,Lions Gate,Lions Gate,"(1.86, USD)",Video,ABIS_VIDEO,,Lions Gate,US,2000-05-09,390,318488,Lions Gate,707729105008
Hard Target,0783227892,"[Jean-Claude Van Damme, Lance Henriksen]",DVD,"VAN DAMME,JEAN CLAU",[John Woo],9780783227894,DVD Video,$3.16,,0783227892,Universal Studios Home Entertainment,Universal Studios Home Entertainment,"(7.99, USD)",DVD,ABIS_DVD,2010-10-05,Universal Studios Home Entertainment,US,1998-06-30,97,19744,Universal Studios Home Entertainment,025192023026
Bond: Spy Who Loved Me [VHS],6302510023,"[Roger Moore, Barbara Bach, Curd Jürgens, Richard Kiel, Caroline Munro]",VHS Tape,,[Lewis Gilbert],9780792814863,,$0.69,,6302510023,United Artists,United Artists,"(1.69, USD)",Video,ABIS_VIDEO,,United Artists,US,2000-05-16,125,228853,United Artists,027616273536
Evanescence - Anywhere But Home,B00067BBQE,[Evanescence],DVD,Bmg/Wind Up,[],0601501310690,,$14.98,,,Bicycle Music Com.,Bicycle Music Com.,"(14.98, USD)",DVD,ABIS_DVD,,Bicycle Music Com.,US,2004-11-23,,80994,Bicycle Music Com.,601501310690
Dead Man [VHS],630426786X,"[Johnny Depp, Crispin Glover, Gary Farmer, Lance Henriksen, Michael Wincott]",VHS Tape,,[Jim Jarmusch],9786304267868,VHS video,$11.99,,630426786X,Walt Disney Video,Walt Disney Video,"(12.99, USD)",Video,ABIS_VIDEO,1996-12-31,Walt Disney Video,US,1998-01-06,121,273077,Walt Disney Video,786936018868
Sarah Silverman - Jesus is Magic,B000F1IO3O,"[Sarah Silverman, Brian Posehn, Laura Silverman, Bob Odenkirk, Steve Agee]",DVD,Universal Music,[Liam Lynch],0855280001410,,$4.00,,,Interscope Records,Interscope Records,"(6.99, USD)",DVD,ABIS_DVD,,Interscope Records,US,2006-06-06,72,64717,Interscope Records,855280001410
Bottle Shock,B001LPWGBY,"[Alan Rickman, Bill Pullman, Chris Pine, Dennis Farina, Freddy Rodriguez]",DVD,Alan Rickman,[],0024543565857,,$3.46,,,20th Century Fox,20th Century Fox,"(5.99, USD)",DVD,ABIS_DVD,2014-09-23,20th Century Fox,US,2009-02-03,110,3695,20th Century Fox,024543565857
The Country Girl [VHS],6300215660,"[Bing Crosby, Grace Kelly, William Holden, Anthony Ross, Gene Reynolds]",VHS Tape,,[George Seaton],9786300215665,,$3.20,,6300215660,Paramount,Paramount,"(7.99, USD)",Video,ABIS_DVD,,Paramount,US,1998-08-11,104,288632,Paramount,097360590531
Halloween H20 [VHS],6305171769,"[Jamie Lee Curtis, Josh Hartnett, Adam Arkin, Michelle Williams, Adam Hann-Byrd]",VHS Tape,,[Steve Miner],9780788813900,,$5.29,,0788813900,Walt Disney Video,Walt Disney Video,"(5.5, USD)",Video,ABIS_VIDEO,,Walt Disney Video,US,1999-10-05,86,201876,Walt Disney Video,786936090789
Sweet Land - A Love Story,B000P5FH26,"[Elizabeth Reaser, Lois Smith, Patrick Heusinger, Stephen Pelinski, Tim Guinee]",DVD,"REASER,ELIZABETH",[Ali Selim],0024543449744,,$7.79,Drama,,20th Century Fox,20th Century Fox,"(12.21, USD)",DVD,ABIS_DVD,2014-09-23,20th Century Fox,US,2007-07-10,110,12829,20th Century Fox,024543449744
Grown Ups,B002ZG97TW,"[Adam Sandler, Maria Bello]",DVD,Sony,[Dennis Dugan],0043396350144,,$2.95,PB COMEDY,,Columbia Pictures,Columbia Pictures,"(9.11, USD)",DVD,ABIS_DVD,2015-02-17,Columbia Pictures,US,2010-11-09,102,12446,Columbia Pictures,043396350144
Cowboys & Aliens,B004BDOF1C,"[Daniel Craig, Harrison Ford, Olivia Wilde, Sam Rockwell, Keith Carradine]",DVD,,"[Daniel Craig, Harrison Ford, Jon Favreau]",5014437145734,,$1.21,,,,,"(1.21, USD)",DVD,ABIS_DVD,,,US,,118,541940,,
Good Luck Chuck [Theatrical Release],B00005JPWC,[],Theatrical Release,,[],,,,,,,,"(None, None)",DVD,ABIS_DVD,,,US,,,,,
Buffy the Vampire Slayer - The Complete Seventh Season,B0002XVKMC,"[Sarah Michelle Gellar, Nicholas Brendon, Alyson Hannigan, Anthony Head, James Marsters]",DVD,,"[David Fury, David Grossman, David Solomon, Douglas Petrie, James A. Contner]",0024543119647,,$81.00,,,"WB Television Network, The","WB Television Network, The","(81, USD)",DVD,ABIS_DVD,,"WB Television Network, The",US,2004-11-16,990,47966,"WB Television Network, The",024543119647
Inglourious Basterds (Ws),B002RD55JE,[],DVD,,[],0065935828723,,$4.46,,,A&E HOME VIDEO,A&E HOME VIDEO,"(8.46, USD)",DVD,ABIS_DVD,2009-11-29,A&E HOME VIDEO,US,,153,185886,A&E HOME VIDEO,065935828723
"The Russians Are Coming, The Russians Are Coming [VHS]",6301976894,"[Carl Reiner, Eva Marie Saint, Alan Arkin, Brian Keith, Jonathan Winters]",VHS Tape,,[Norman Jewison],9786301976893,,$5.44,,6301976894,Fox Home Entertainme,Fox Home Entertainme,"(5.44, USD)",Video,ABIS_VIDEO,,Fox Home Entertainme,US,1990-12-05,126,147340,Fox Home Entertainme,027616149039
"Jeff, Who Lives at Home (+UltraViolet)",B007L6VPL4,"[Jason Segel, Ed Helms]",DVD,PARAMOUNT - UNI DIST CORP,"[Jay Duplass, Mark Duplass]",0097363565741,UV Digital Copy Included,$2.76,,,Paramount,Paramount,"(16.31, USD)",DVD,ABIS_DVD,2012-06-19,Paramount,US,2012-06-19,83,130432,Paramount,097363565741
Tyler Perry's Madea's Big Happy Family [DVD],B003Y5H56K,"[Tyler Perry, Loretta Devine, Natalie Desselle, Shannon Kane, Bow Wow]",DVD,LIONSGATE FILMS,[Tyler Perry],0031398140948,No enhanced packaging,$4.93,,,Lionsgate,Lionsgate,"(7.97, USD)",DVD,ABIS_DVD,2013-06-25,Lionsgate,US,2011-08-30,107,3298,Lionsgate,031398140948
He's Just Not That Into You,B00164KYV4,"[Ben Affleck, Jennifer Aniston, Drew Barrymore, Jennifer Connelly, Kevin Connolly]",DVD,New Line Studios,[Ken Kwapis],0794043123238,Standard Edition,$3.86,Comedy,,WarnerBrothers,WarnerBrothers,"(4.97, USD)",DVD,ABIS_DVD,,WarnerBrothers,US,2009-06-02,129,9447,WarnerBrothers,794043123238
Smallville: The Final Season,B003L77GG0,"[Tom Welling, Erica Durance, Cassidy Freeman, Justin Hartley, Allison Mack]",DVD,Warner Brothers,[],0883929163557,Standard Edition,$14.99,,,Warner Home Video,Warner Home Video,"(18.16, USD)",DVD,ABIS_DVD,2014-09-16,Warner Home Video,US,2011-11-29,1012,8617,Warner Home Video,883929163557
Objective Burma [VHS],079074774X,"[Errol Flynn, James Brown, William Prince, George Tobias, Henry Hull]",VHS Tape,,[Raoul Walsh],9780790747743,,$9.95,,079074774X,Warner Home Video,Warner Home Video,"(24.95, USD)",Video,ABIS_VIDEO,,Warner Home Video,US,2000-05-16,142,343979,Warner Home Video,012569525030
13,B005IUIXCE,"[Jason Statham, Mickey Rourke, 50 Cent (Curtis Jackson), Ray Winstone, Sam Riley]",DVD,Anchor Bay Entertainment,[Gela Babluani],0013132383095,No enhanced packaging,$2.95,Action & Adventure,,ANCHOR BAY,ANCHOR BAY,"(7.97, USD)",DVD,ABIS_DVD,2014-06-17,ANCHOR BAY,US,2011-11-08,90,60913,ANCHOR BAY,013132383095
In the Cut (R-Rated Edition),B0000ZMGWA,"[Kevin Bacon, Meg Ryan, Mark Ruffalo, Jennifer Leigh]",DVD,"RYAN,MEG",[Jane Campion],9781404928947,R-Rated Edition,$3.96,Drama,1404928944,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(9.99, USD)",DVD,ABIS_DVD,,Sony Pictures Home Entertainment,US,2004-02-10,119,75446,Sony Pictures Home Entertainment,043396006973
Red Riding Hood,B003Y5H54W,"[Amanda Seyfried, Gary Oldman]",DVD,Warner Manufacturing,[Catherine Hardwicke],0883929189618,Standard Edition,$2.30,,,Warner Bros. Pictures,Warner Bros. Pictures,"(7.97, USD)",DVD,ABIS_DVD,2013-03-05,Warner Bros. Pictures,US,2011-06-14,100,20512,Warner Bros. Pictures,883929269747
Life of Pi,B005LAIIHG,"[Suraj Sharma, Irrfan Khan, Tabu, Gérard Depardieu]",DVD,TCFHE,[Ang Lee],0024543751854,,$0.94,drama fantasy action_&_adventure,,Fox,Fox,"(8.27, USD)",DVD,ABIS_DVD,2015-09-15,Fox,US,2013-03-12,127,6338,Fox,024543751854
The Grudge,B0006SGYL0,"[Sarah Gellar, Kadee Strickland, Bill Pullman, Jason Behr, Clea Duvall]",DVD,Sony,[Takashi Shimizu],9781404960794,,$0.97,,1404960791,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(8.76, USD)",DVD,ABIS_DVD,2005-02-01,Sony Pictures Home Entertainment,US,2005-02-01,91,88095,Sony Pictures Home Entertainment,043396062603
It Came from Outer Space [VHS],6303046436,"[Richard Carlson, Barbara Rush, Charles Drake, Joe Sawyer, Russell Johnson]",VHS Tape,,[Jack Arnold],9780783208527,,$4.00,Science Fiction,6303046436,Universal Studios Ho,Universal Studios Ho,"(15.02, USD)",Video,ABIS_VIDEO,1953-11-29,Universal Studios Ho,US,1997-04-08,80,124329,Universal Studios Ho,096896601735
American Hustle [Blu-ray],B00GMV8LIO,"[Christian Bale, Amy Adams, Bradley Cooper, Jennifer Lawrence, Jeremy Renner]",Blu-ray,Sony,[David O. Russell],0043396428539,DVD & UV Digital Copy Included,$3.00,,,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(6.97, USD)",DVD,ABIS_DVD,2015-09-22,Sony Pictures Home Entertainment,US,2014-03-18,138,8032,Sony Pictures Home Entertainment,043396428539
Lara Croft: Tomb Raider - The Cradle of Life (Full Screen Special Collector's Edition),B0000CABE3,"[Angelina Jolie, Gerard Butler, Chris Barrie, Ciarán Hinds, Noah Taylor]",DVD,Paramount Home Video,[Jan de Bont],9780792191018,Collector's Special Edition,$0.73,,0792191013,Paramount,Paramount,"(5.99, USD)",DVD,ABIS_DVD,2011-05-31,Paramount,US,2003-11-18,117,67699,Paramount,097360568943
Blade Runner (The Director's Cut),0790729628,"[Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos, M. Emmet Walsh]",DVD,Warner Manufacturing,[Ridley Scott],9780790729626,The Director's Cut,$19.50,adults_only,0790729628,Warner Home Video,Warner Home Video,"(29.98, USD)",DVD,ABIS_DVD,1997-07-31,Warner Home Video,US,1997-03-26,117,14046,Warner Home Video,085391268222
My Soul to Take,B002S0OB8M,"[Max Thieriot, Nick Lashaway]",DVD,Universal,[Wes Craven],0025195053914,,$4.99,MYSTERY/SUSPENSE,,Rogue Pictures,Rogue Pictures,"(7.99, USD)",DVD,ABIS_DVD,2012-09-25,Rogue Pictures,US,2011-02-08,108,38434,Rogue Pictures,025195053914
Ultraviolet (Theatrical Cut),B000FGGE5Y,"[Milla Jovovich, Nicholas Chinlund, William Fichtner, Cameron Bright]",DVD,Sony,[Kurt Wimmer],0043396145030,,$3.99,,,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(6.97, USD)",DVD,ABIS_DVD,,Sony Pictures Home Entertainment,US,2006-06-27,87,142070,Sony Pictures Home Entertainment,043396145030
House on Haunted Hill [VHS],0790748207,"[Geoffrey Rush, Famke Janssen, Taye Diggs, Peter Gallagher, Chris Kattan]",VHS Tape,,[William Malone],9780790748207,VHS video,$3.25,,0790748207,Warner Home Video,Warner Home Video,"(3.25, USD)",Video,ABIS_VIDEO,2000-03-31,Warner Home Video,US,2000-08-29,93,92763,Warner Home Video,085391801832
The Walking Dead: Season 2,B005LAJ22Q,"[Andrew Lincoln, Sarah Wayne Callies, Jon Bernthal, Laurie Holden, Jeffrey DeMunn]",DVD,Anchor Bay Entertainment,[],0689721868535,O-ring,$12.41,,,Starz / Anchor Bay,Starz / Anchor Bay,"(13.96, USD)",DVD,ABIS_DVD,2015-09-15,Starz / Anchor Bay,US,2012-08-28,578,1930,Starz / Anchor Bay,689721868535
Magnolia [VHS],0780631153,"[Tom Cruise, Jason Robards, Julianne Moore, Philip Seymour Hoffman, John C. Reilly]",VHS Tape,,[Paul Thomas Anderson],9780780631151,VHS video,$10.24,,0780631153,New Line Home Video,New Line Home Video,"(14.23, USD)",Video,ABIS_VIDEO,2000-07-29,New Line Home Video,US,2001-01-16,188,875763,New Line Home Video,794043502835
Woman of the Year,B00004TJOE,"[Spencer Tracy, Katharine Hepburn, Fay Bainter, Reginald Owen, Minor Watson]",DVD,Warner Manufacturing,[George Stevens],9780790744919,,$3.88,,0790744910,Warner Home Video,Warner Home Video,"(8.79, USD)",DVD,ABIS_DVD,,Warner Home Video,US,2000-09-19,114,58865,Warner Home Video,001256950972
Jet Li's Fearless (Unrated Widescreen Edition),B000K2UW06,"[Jet Li, Nakamura Shidou, Sun Li, Dong Yong, Collin Chou]",DVD,"LI,JET",[Ronny Yu],0002519316832,Unrated,$3.99,Action & Adventure,,Universal Studios Home Entertainment,Universal Studios Home Entertainment,"(7.99, USD)",DVD,ABIS_DVD,2009-05-12,Universal Studios Home Entertainment,US,2006-12-19,104,26316,Universal Studios Home Entertainment,025193168320
Scrooge [VHS],6300251004,"[Albert Finney, Alec Guinness, Edith Evans, Kenneth More, Laurence Naismith]",VHS Tape,,[Ronald Neame],9786300251007,,$1.99,,6300251004,Fox Home Entertainme,Fox Home Entertainme,"(5.95, USD)",Video,ABIS_VIDEO,,Fox Home Entertainme,US,1998-09-15,113,276698,Fox Home Entertainme,086162712630
Wedding Crashers (R-Rated Widescreen Edition),B000BKVQRU,"[Owen Wilson, Vince Vaughn, Christopher Walken, Rachel McAdams, Isla Fisher]",DVD,New Line Home Video,[Melissa Brennan],9780780652484,R-Rated Edition,$0.94,Comedy,0780652487,WarnerBrothers,WarnerBrothers,"(7.14, USD)",DVD,ABIS_DVD,,WarnerBrothers,US,2008-01-08,119,44318,WarnerBrothers,794043803925
Hatchet (Unrated Director's Cut),B000WC389G,"[Joel David Moore, Deon Richmond, Kane Hodder, Joel Murray, Joshua Leonard]",DVD,"MOORE,JOEL",[Adam Green],0013131525298,Director's Cut,$5.76,Horror,,Anchor Bay Entertainment,Anchor Bay Entertainment,"(5.76, USD)",DVD,ABIS_DVD,2011-01-25,Anchor Bay Entertainment,US,2007-12-18,84,49164,Anchor Bay Entertainment,013131525298
K-19:  The Widowmaker,B00005JLGJ,"[Harrison Ford, Sam Spruell, Peter Stebbings, Christian Camargo, Roman Podhora]",DVD,Paramount Home Video,[Kathryn Bigelow],9780792182061,,$12.48,,0792182065,Paramount,Paramount,"(14.95, USD)",DVD,ABIS_DVD,2002-12-10,Paramount,US,2002-12-10,138,108078,Paramount,097363402145
The Man Who Knew Too Little [VHS],079073477X,"[Bill Murray, Peter Gallagher, Joanne Whalley, Alfred Molina, Richard Wilson (II)]",VHS Tape,,[Jon Amiel],9780790734774,,$7.75,,079073477X,Warner Studios,Warner Studios,"(11.74, USD)",Video,ABIS_VIDEO,,Warner Studios,US,1998-07-28,,324425,Warner Studios,085391562634
Fiddler on the Roof,0792838955,"[Topol, Norma Crane, Leonard Frey, Molly Picon, Paul Mann]",DVD,,[Norman Jewison],9780792838951,DVD Video,$11.09,Musicals,0792838955,MGM (Video & DVD),MGM (Video & DVD),"(11.09, USD)",DVD,ABIS_DVD,1998-05-31,MGM (Video & DVD),US,1998-07-01,181,133537,MGM (Video & DVD),027616672827
Casino Royale (2-Disc Full Screen Edition),B000MNP2K8,"[Daniel Craig, Mads Mikkelsen, Eva Green, Jeffrey Wright, Judi Dench]",DVD,"CRAIG,DANIEL",[Martin Campbell],0043396151901,,$1.22,,,Sony Pictures Home Entertainment,Sony Pictures Home Entertainment,"(8.11, USD)",DVD,ABIS_DVD,2007-11-29,Sony Pictures Home Entertainment,US,2007-03-13,144,35147,Sony Pictures Home Entertainment,043396151901
Journey to the Center of the Earth [VHS],6302098424,"[James Mason, Pat Boone, Arlene Dahl, Diane Baker, Thayer David]",VHS Tape,,[Henry Levin],9786302098426,,$3.95,,6302098424,20th Century Fox,20th Century Fox,"(3.95, USD)",Video,ABIS_VIDEO,,20th Century Fox,US,1996-01-02,132,207781,20th Century Fox,086162124839
Black Widow [VHS],6300249867,"[Debra Winger, Theresa Russell, Sami Frey, Dennis Hopper, Nicol Williamson]",VHS Tape,,[Bob Rafelson],9786300249868,,$2.75,,6300249867,Fox Home Entertainme,Fox Home Entertainme,"(7.99, USD)",Video,ABIS_VIDEO,,Fox Home Entertainme,US,1995-06-06,102,269749,Fox Home Entertainme,086162503337
Horror of Dracula [VHS],0790736101,"[Peter Cushing, Christopher Lee, Michael Gough, Melissa Stribling, Carol Marsh]",VHS Tape,,[Terence Fisher],9780790736105,VHS video,,,0790736101,Warner Home Video,Warner Home Video,"(None, None)",Video,ABIS_VIDEO,1998-10-31,Warner Home Video,US,1998-07-28,82,337489,Warner Home Video,085391616535
Pirates of the Caribbean: At World's End (Two-Disc Limited Edition),B00005JPFX,"[Johnny Depp, Orlando Bloom, Keira Knightley, Geoffrey Rush, Jonathan Pryce]",DVD,Disney,[Gore Verbinski],0786936293012,Limited Edition,$6.45,,,Walt Disney Pictures,Walt Disney Pictures,"(12.99, USD)",DVD,ABIS_DVD,,Walt Disney Pictures,US,2007-12-04,165,31880,Walt Disney Pictures,786936293012
Hondo [VHS],6303192254,"[John Wayne, Geraldine Page, Ward Bond, Michael Pate, James Arness]",VHS Tape,,[John Farrow],9786303192253,VHS video,$3.99,,6303192254,Mpi Home Video,Mpi Home Video,"(5.83, USD)",Video,ABIS_VIDEO,1994-08-31,Mpi Home Video,US,1994-09-20,83,215232,Mpi Home Video,030306702131
Far from Heaven,B00005JLQH,"[Julianne Moore, Dennis Quaid, Dennis Haysbert, Patricia Clarkson, Michael Gaston]",DVD,Universal Studios,[Todd Haynes],0025192245626,,$2.00,Drama,,Universal Studios Home Entertainment,Universal Studios Home Entertainment,"(7.99, USD)",DVD,ABIS_DVD,,Universal Studios Home Entertainment,US,2003-04-01,108,17253,Universal Studios Home Entertainment,025192245626
The Yakuza,1419824333,[],DVD,,[],9781419824333,,,,1419824333,,,"(None, None)",DVD,ABIS_DVD,,,US,,,672922,,
Night of the Comet,B0001GV4PI,"[Catherine Mary Stewart, Robert Beltran, Kelli Maroney, Geoffrey Lewis, Peter Fox]",VHS Tape,,[Thom Eberhardt],0018713040176,,$17.50,,,CBS/Fox,CBS/Fox,"(17.5, USD)",Video,VIDEO_VHS,,CBS/Fox,US,,95,182981,CBS/Fox,018713040176
Legends of the Fall [VHS],0800135954,"[Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond, Henry Thomas]",VHS Tape,,[Edward Zwick],9780800135959,VHS video,$0.01,,0800135954,Sony Pictures Home E,Sony Pictures Home E,"(0.59, USD)",Video,ABIS_VIDEO,1995-04-30,Sony Pictures Home E,US,2002-04-02,133,203096,Sony Pictures Home E,043396787230
The Beatles: Yellow Submarine [VHS],B00000JRUB,"[Paul McCartney, George Harrison, Ringo Starr, John Lennon, The Beatles]",VHS Tape,,[George Dunning],9780792841173,,$3.97,,0792841174,MGM,MGM,"(3.97, USD)",Video,ABIS_VIDEO,,MGM,US,1999-09-14,85,56599,MGM,027616616036
The Santa Clause [VHS],6303442447,"[Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd, David Krumholtz]",VHS Tape,Disney,[John Pasquin],9780788800443,,$1.26,Kids & Family,6303442447,Walt Disney Video,Walt Disney Video,"(9.49, USD)",Video,ABIS_VIDEO,,Walt Disney Video,US,2000-12-12,97,102708,Walt Disney Video,786936363333
